Number,Latitude,Longitude,Elevation,Tree species,Diameter(cm),Notes1
1,3.434632439016564,11.444992072972594,666.3279893053696,,4,5,jalon_20_20
2,3.434656425685298,11.444962128307164,666.1952440990135,,61,3,163
3,3.4347150010275,11.444979338609306,666.3255581511185,,76,9,164
4,3.4347904026962697,11.44497774854045,665.7653108490631,,32,7,165
5,3.43481659632985,11.444983232445141,665.3986565722153,,48,0,jalon_20_40
6,3.434806055433484,11.444942453310361,665.527232135646,,22,8,166
7,3.434805728243318,11.444885883344254,664.9431631220505,,59,7,167
8,3.4347576433979983,11.44491331555306,665.3973941458389,,14,5,168
9,3.4347319003120687,11.44489671226815,665.6636880291626,,45,0,169
10,3.4347421905485143,11.444881716184153,665.5847643269226,,30,8,170
11,3.4347589960708222,11.44486241952674,665.4615720165893,,68,2,171
12,3.434801182237638,11.444802124788396,665.0352575434372,,49,8,jalon_0_40
13,3.434737015333393,11.44486971082818,665.5819095028564,,44,9,172
14,3.4347622850656623,11.444804624813058,665.0324043883011,,63,1,173
15,3.4346766385384124,11.444854408956331,665.8367708576843,,54,6,174
16,3.4346607661758295,11.444876092543756,666.0194353712723,,54,1,175
17,3.4346975872401844,11.444897979048651,666.5663070930168,,76,0,175.1
18,3.434691174868326,11.444814672024213,665.3598101986572,,29,5,174.1
19,3.4346514454950854,11.444825445642513,666.0768608702347,,19,7,176
20,3.434615400178913,11.444814696187978,666.0280844820663,,51,5,jalon_0_20
