Number,Latitude,Longitude,Elevation,Tree species,Diameter(cm),Notes1
1,3.434677145634657,11.445681532114747,666.6991994483396,,49,4,jalon_20_40
2,3.4346907942287777,11.445740493827282,667.0448037488386,,27,0,196
3,3.434706349751217,11.445752933456696,667.3550182087347,,60,8,197
4,3.43474085059731,11.445746107855664,667.5561695499346,,68,9,198
5,3.434744104884554,11.445706715700839,667.1749999029562,,50,5,199
6,3.4347305462003397,11.445689760970446,667.2568367822096,,15,7,200
7,3.4347690288699337,11.44573722052164,667.4699745876715,,15,2,201
8,3.434810873673664,11.445727579611695,667.7544212741777,,34,9,202
9,3.4348087159586496,11.445727713879695,667.7412242544815,,27,6,203
10,3.434811474954323,11.445742857709593,667.5571417016909,,31,5,204
11,3.4348571863689905,11.445675632539448,667.5529417498037,,28,9,jalon_20_60
12,3.4348526002851814,11.445732630333776,667.8587100533769,,29,1,205
13,3.4348618489671994,11.445765971602846,667.4077095491812,,30,1,206
14,3.4348595475751136,11.445839032826544,667.5064914925024,,29,8,207
15,3.43488196659662,11.445856148050769,667.2988619310781,,52,7,jalon_40_60
16,3.434849078543316,11.445848450598765,667.7505950881168,,18,0,208
17,3.434820436137746,11.445817648560382,667.4619728727266,,48,3,209
18,3.434807324420006,11.445808691255056,667.4773381752893,,52,9,210
19,3.4347950765060196,11.445823512539397,667.6209732694551,,23,2,211
20,3.4347666383442723,11.44581792346761,667.6233445806429,,21,4,212
21,3.4347210394783163,11.445771182950333,667.7328384323046,,29,1,213
22,3.434704871361475,11.445836914200122,667.5606924993917,,46,7,214
23,3.4347023340719716,11.445868698312905,667.364370833151,,56,4,jalon_40_40
