Number,Latitude,Longitude,Elevation,Tree species,Diameter(cm),Notes1
1,3.4349299257336403,11.44536863587013,666.320334834978,,18,5,jalon_40_40
2,3.434948593249246,11.445411386288747,666.3323568534106,,31,2,215
3,3.4349401858425432,11.445463063371944,666.6168536972255,,47,6,216
4,3.4349689709078017,11.445460361129076,666.5564255546778,,30,5,217
5,3.4349890272953467,11.445466273438882,666.4108688067645,,58,5,218
6,3.43499451937783,11.445439294485858,666.4205936621875,,24,8,219
7,3.4350340353817392,11.445441558243273,666.611141545698,,23,2,220
8,3.4350642397599747,11.44543529594746,666.8224039506167,,65,5,221
9,3.4350609067761564,11.445415851983917,666.3404711913317,,52,8,222
10,3.4350996529073576,11.445409153011614,666.7358904909343,,22,6,223
11,3.4351103087835284,11.445365444968369,666.3358790110797,,56,6,jalon_40_60
12,3.4350624818095397,11.445384642050287,666.5628468226641,,40,5,224
13,3.4350117721438256,11.445393139685903,667.1233163010329,,314,0,225
14,3.4350921973949977,11.445444297948873,666.994761986658,,44,8,226
15,3.435102812594079,11.445450486807482,667.1105196308345,,17,1,227
16,3.4350811629666347,11.44547912629348,667.894971145317,,64,0,228
17,3.4351011512520513,11.445507616565672,667.0352253746241,,20,1,229
18,3.4351088224053763,11.445524050040088,666.8570208381861,,24,7,230
19,3.435116324893732,11.445549819921993,666.3579798173159,,48,0,jalon_60_60
20,3.435100672561066,11.445542539408624,666.7054146360606,,16,8,231
21,3.4350489000278737,11.445535708397852,667.0529218744487,,38,6,232
22,3.4350402355179925,11.445526329489406,667.0148226451129,,47,2,233
23,3.434986576441509,11.445540542494996,667.2702564727515,,23,9,234
24,3.434988782773936,11.445519559182403,667.196418536827,,31,9,235
25,3.434959242864998,11.44548086174965,666.565055353567,,49,7,236
