Number,Latitude,Longitude,Elevation,Tree species,Diameter(cm),Notes1
1,3.4345662377880037,11.445247668266589,628.2512241601944,,53,1,jalon_40_20
2,3.4345712348731374,11.445203823378739,628.3470950126648,,49,5,142
3,3.434603614775265,11.445226117765928,628.4672033786774,,33,4,143
4,3.4346837533647627,11.445239337030495,628.2660354375839,,41,8,144
5,3.434649670863797,11.445158861701334,628.5617980360985,,72,4,145
6,3.4346725148771866,11.44518791597539,628.5279547572136,,62,0,146
7,3.4346463346293468,11.445206464116707,628.9690619707108,,13,9,146.1
8,3.4347119122646177,11.44524062857947,628.2719585895538,,52,2,147
9,3.4347413401464064,11.445230524076184,628.4652242660522,,24,2,148
10,3.4347579836291366,11.445245855092981,628.161315202713,,46,2,jalon_40_40
11,3.434734456073502,11.445189931590038,628.6199367046356,,68,7,149
12,3.434701173084874,11.445181616074418,628.7417350411415,,97,9,150
13,3.4346968141664416,11.445160905325581,628.7733377218246,,17,6,151
14,3.4347080715016074,11.445156986113078,628.678581237793,,61,0,152
15,3.4347325909533954,11.445136791030958,628.2770780324936,,47,5,153
16,3.4347166352500307,11.44511862788097,628.4230165481567,,22,3,154
17,3.434739986806775,11.445097030685872,628.4168897867203,,46,2,155
18,3.4347501308574118,11.445061040532204,627.8195806741714,,46,4,jalon_20_40
19,3.4346930787989423,11.445124456406496,628.3921993970871,,57,3,156
20,3.43466726687151,11.445133625801926,628.4849154353142,,34,6,157
21,3.4346450054601427,11.445092817001925,628.6305280327797,,22,1,158
22,3.434626284378078,11.44510073684022,628.7837472558022,,14,0,159
23,3.4346079178136266,11.445098970885377,628.5877205729485,,31,8,160
24,3.434583542145555,11.445117844544784,629.118104249239,,37,4,161
25,3.4345930346876057,11.44508969134063,628.7582897543907,,68,6,162
26,3.4345698111075045,11.445056827209086,628.5191637277603,,45,8,jalon_20_20
